"","Name","DistanceAT","ortholog","Strain","Length","EffectiveLength","TPM","NumReads","TF"
"6787","Eam702_006789-T1",26191,"og_8656","Eam702",1992,1743,18.722069,401,"FALSE"
"6788","Eam702_006790-T1",24718,"og_7845","Eam702",810,561,23.209404,160,"FALSE"
"6789","Eam702_006791-T1",23395,"og_8517","Eam702",1041,792,10.583246,103,"FALSE"
"6790","Eam702_006792-T1",21547,"og_4175","Eam702",1428,1179,13.804575,200,"FALSE"
"6791","Eam702_006793-T1",18692,"og_8854","Eam702",1638,1389,12.772065,218,"FALSE"
"6792","Eam702_006794-T1",15991,"og_4150","Eam702",1668,1419,8.086183,141,"FALSE"
"6793","Eam702_006795-T1",13265,"og_10877","Eam702",1779,1530,8.137797,153,"FALSE"
"6794","Eam702_006796-T1",10797,"og_9219","Eam702",2109,1860,27.432251,627,"FALSE"
"6795","Eam702_006797-T1",8987,"og_11627","Eam702",729,480,34.585638,204,"FALSE"
"6796","Eam702_006798-T1",6295,"og_11318","Eam702",1719,1470,13.562995,245,"FALSE"
"6797","Eam702_006799-T1",3631,"og_7970","Eam702",1320,1071,47.565462,626,"FALSE"
"6798","Eam702_006800-T1",2011,"og_2657","Eam702",1071,822,1052.567631,10632,"FALSE"
"6799","Eam702_006801-T1",222,"og_0447","Eam702",336,87.025,128.10998,137,"FALSE"
"6800","Eam702_006802-T1",0,"og_11356","Eam702",249,20.269,421.559887,105,"FALSE"
"6801","Eam702_006803-T1",0,"og_2001","Eam702",900,651,12.000438,96,"FALSE"
"6802","Eam702_006804-T1",0,"og_3133","Eam702",1386,1137,20.970752,293,"FALSE"
"6803","Eam702_006805-T1",0,"og_7779","Eam702",2628,2379,14.366855,420,"FALSE"
"6804","Eam702_006806-T1",10752,"og_1330","Eam702",924,675,58.953819,489,"FALSE"
"6805","Eam702_006807-T1",12639,"og_4125","Eam702",3288,3039,18.289291,683,"FALSE"
"6806","Eam702_006808-T1",17835,"og_8920","Eam702",801,552,177.056057,1201,"FALSE"
"6807","Eam702_006809-T1",20144,"og_1162","Eam702",1173,924,4.843927,55,"FALSE"
"6808","Eam702_006810-T1",22567,"og_2589","Eam702",807,558,974.639752,6683,"FALSE"
"6809","Eam702_006811-T1",21043,"og_3967","Eam702",621,372,44.189113,202,"FALSE"
"6810","Eam702_006812-T1",15031,"og_1012","Eam702",2487,2238,15.490177,426,"FALSE"
"6811","Eam702_006813-T1",12990,"og_0393","Eam702",543,294,23.80444,86,"FALSE"
"6812","Eam702_006814-T1",10955,"og_8699","Eam702",1299,1050,20.073233,259,"FALSE"
"6813","Eam702_006815-T1",8946,"og_4959","Eam702",555,306,26.062226,98,"FALSE"
"6814","Eam702_006816-T1",7276,"og_2011","Eam702",1488,1239,12.479269,190,"FALSE"
"6815","Eam702_006817-T1",3496,"og_10103","Eam702",1854,1605,1.622489,32,"FALSE"
"6816","Eam702_006818-T1",642,"og_0394","Eam702",1596,1347,3.685268,61,"FALSE"
"6817","Eam702_006819-T1",13628,"og_2155","Eam702",2010,1761,23.891204,517,"FALSE"
"6818","Eam702_006820-T1",455,"og_0442","Eam702",633,384,19.072962,90,"FALSE"
"6819","Eam702_006821-T1",16861,"og_1938","Eam702",1569,1320,22.933792,372,"FALSE"
"6820","Eam702_006822-T1",381,"og_10514","Eam702",786,537,14.851101,98,"FALSE"
"6821","Eam702_006823-T1",0,"og_1960","Eam702",1791,1542,41.427826,785,"FALSE"
"6822","Eam702_006824-T1",19447,"og_7746","Eam702",684,435,30.119203,161,"FALSE"
"6823","Eam702_006825-T1",0,"og_3401","Eam702",1002,753,30.908499,286,"FALSE"
"6824","Eam702_006826-T1",21945,"og_7924","Eam702",1557,1308,26.317188,423,"FALSE"
"6825","Eam702_006827-T1",24466,"og_1677","Eam702",615,366,10.005488,45,"FALSE"
"6826","Eam702_006828-T1",151,"og_1293","Eam702",492,243,899.846119,2687,"FALSE"
"6827","Eam702_006829-T1",26712,"og_7913","Eam702",411,162,438.034508,872,"FALSE"
"6828","Eam702_006830-T1",29494,"og_10206","Eam702",2556,2307,1.481524,42,"FALSE"
"6829","Eam702_006831-T1",32775,"og_1177","Eam702",402,153,0,0,"FALSE"
"6830","Eam702_006832-T1",0,"og_11757","Eam702",1341,1092,18110.399217,243021,"FALSE"
"6831","Eam702_006833-T1",35843,"og_10192","Eam702",762,513,20.939361,132,"FALSE"
"6832","Eam702_006834-T1",37338,"og_9281","Eam702",1917,1668,0.390302,8,"FALSE"
"6833","Eam702_006835-T1",40187,"og_31037","Eam702",585,336,0,0,"TRUE"
"6834","Eam702_006836-T1",41491,"og_31038","Eam702",639,390,0,0,"TRUE"
"6835","Eam702_006837-T1",47863,"og_2761","Eam702",432,183,22.234418,50,"FALSE"
"6836","Eam702_006838-T1",50185,"og_2349","Eam702",4797,4548,12.757804,713,"FALSE"
"6837","Eam702_006839-T1",47898,"og_1955","Eam702",684,435,24.506929,131,"FALSE"
"6838","Eam702_006840-T1",45873,"og_9977","Eam702",1761,1512,7.588819,141,"FALSE"
"6839","Eam702_006841-T1",44746,"og_4187","Eam702",564,315,25.317591,98,"FALSE"
"6840","Eam702_006842-T1",44125,"og_9991","Eam702",465,216,21.097992,56,"FALSE"
"6841","Eam702_006843-T1",39985,"og_7781","Eam702",1452,1203,21.917259,324,"FALSE"
"6842","Eam702_006844-T1",37450,"og_10348","Eam702",1536,1287,575.273334,9098,"FALSE"
"6843","Eam702_006845-T1",35273,"og_1803","Eam702",984,735,62.555856,565,"FALSE"
"6844","Eam702_006846-T1",33934,"og_11421","Eam702",597,348,1975.520396,8448,"FALSE"
"6845","Eam702_006847-T1",30178,"og_1785","Eam702",801,552,37.298237,253,"FALSE"
"6846","Eam702_006848-T1",28099,"og_0238","Eam702",348,99.004,84.662338,103,"FALSE"
"6847","Eam702_006849-T1",26902,"og_9360","Eam702",1092,843,17.665681,183,"FALSE"
"6848","Eam702_006850-T1",0,"og_7584","Eam702",10770,10521,82.120513,10617,"FALSE"
"6849","Eam702_006851-T1",24205,"og_3386","Eam702",1086,837,28.2927,291,"FALSE"
"6850","Eam702_006852-T1",21648,"og_9300","Eam702",1614,1365,27.066373,454,"FALSE"
"6851","Eam702_006853-T1",0,"og_3573","Eam702",1284,1035,38.684021,492,"FALSE"
"6852","Eam702_006854-T1",0,"og_31039","Eam702",408,159,0.511811,1,"TRUE"
"6853","Eam702_006855-T1",19462,"og_1495","Eam702",1362,1113,19.302592,264,"FALSE"
"6854","Eam702_006856-T1",0,"og_4646","Eam702",417,168,0,0,"FALSE"
"6855","Eam702_006857-T1",0,"og_3319","Eam702",513,264,24.968241,81,"FALSE"
"6856","Eam702_006858-T1",16175,"og_8931","Eam702",2133,1884,587.269051,13596,"FALSE"
"6857","Eam702_006859-T1",0,"og_1844","Eam702",639,390,69.692929,334,"FALSE"
"6858","Eam702_006860-T1",0,"og_4914","Eam702",984,735,2.767958,25,"FALSE"
"6859","Eam702_006861-T1",0,"og_7196","Eam702",786,537,474.629061,3132,"FALSE"
"6860","Eam702_006862-T1",0,"og_9055","Eam702",1425,1176,31.900718,461,"FALSE"
"6861","Eam702_006863-T1",13223,"og_1169","Eam702",942,693,12.212567,104,"FALSE"
"6862","Eam702_006864-T1",0,"og_4756","Eam702",1428,1179,453.687366,6573,"FALSE"
"6863","Eam702_006865-T1",11918,"og_6841","Eam702",708,459,11.878702,67,"FALSE"
"6864","Eam702_006866-T1",0,"og_31040","Eam702",864,615,12.570581,95,"TRUE"
"6865","Eam702_006867-T1",11088,"og_31041","Eam702",423,174,33.205953,71,"TRUE"
"6866","Eam702_006868-T1",0,"og_1842","Eam702",651,402,30.567347,151,"FALSE"
"6867","Eam702_006869-T1",0,"og_2881","Eam702",951,702,209.009234,1803,"FALSE"
"6868","Eam702_006870-T1",9600,"og_9116","Eam702",420,171,93.751229,197,"FALSE"
"6869","Eam702_006871-T1",0,"og_31042","Eam702",462,213,16.04636,42,"TRUE"
"6870","Eam702_006872-T1",8868,"og_8801","Eam702",237,16.531,236.295575,48,"FALSE"
"6871","Eam702_006873-T1",6372,"og_3411","Eam702",1263,1014,17.094189,213,"FALSE"
"6872","Eam702_006874-T1",2405,"og_11194","Eam702",3027,2778,126.57819,4321,"FALSE"
"6873","Eam702_006875-T1",78,"og_3653","Eam702",1326,1077,0.831158,11,"FALSE"
"6874","Eam702_006876-T1",7232,"og_7355","Eam702",324,75.118,0,0,"FALSE"
"6875","Eam702_006877-T1",0,"og_11578","Eam702",441,192,43.65589,103,"FALSE"
"6876","Eam702_006878-T1",0,"og_31043","Eam702",876,627,5.061788,39,"TRUE"
"6877","Eam702_006879-T1",11751,"og_3834","Eam702",1050,801,42.466906,418,"FALSE"
"6878","Eam702_006880-T1",0,"og_31044","Eam702",300,52.326,20.21793,13,"TRUE"
"6879","Eam702_006881-T1",13838,"og_2318","Eam702",1062,813,33.932512,339,"FALSE"
"6880","Eam702_006882-T1",0,"og_2354","Eam702",1533,1284,141.9678,2240,"FALSE"
"6881","Eam702_006883-T1",16818,"og_11203","Eam702",1353,1104,0,0,"FALSE"
"6882","Eam702_006884-T1",20171,"og_4160","Eam702",1230,981,56.408787,680,"FALSE"
"6883","Eam702_006885-T1",20694,"og_11045","Eam702",1059,810,4.320065,43,"FALSE"
"6884","Eam702_006886-T1",17475,"og_8667","Eam702",2265,2016,4.682463,116,"FALSE"
"6885","Eam702_006887-T1",16167,"og_31045","Eam702",330,81.056,3.011919,3,"TRUE"
"6886","Eam702_006888-T1",13733,"og_2993","Eam702",1908,1659,1.177258,24,"FALSE"
"6887","Eam702_006889-T1",11467,"og_1958","Eam702",1074,825,6.806158,69,"FALSE"
"6888","Eam702_006890-T1",12136,"og_6400","Eam702",426,177,0,0,"FALSE"
"6889","Eam702_006891-T1",10300,"og_4666","Eam702",1294,1045,31.071589,399,"FALSE"
"6890","Eam702_006892-T1",8866,"og_2241","Eam702",1023,774,44.789426,426,"FALSE"
"6891","Eam702_006893-T1",11056,"og_8338","Eam702",1029,780,4.799214,46,"FALSE"
"6892","Eam702_006894-T1",7718,"og_1391","Eam702",438,189,275.565614,640,"FALSE"
"6893","Eam702_006895-T1",3327,"og_2424","Eam702",3507,3258,5.495136,220,"FALSE"
"6894","Eam702_006896-T1",8810,"og_9486","Eam702",1056,807,25.210028,250,"FALSE"
"6895","Eam702_006897-T1",13688,"og_7573","Eam702",924,675,1032.716597,8566,"FALSE"
"6896","Eam702_006898-T1",15074,"og_7572","Eam702",1143,894,389.503736,4279,"FALSE"
"6897","Eam702_006899-T1",5802,"og_9611","Eam702",1806,1557,13.118735,251,"FALSE"
"6898","Eam702_006900-T1",17917,"og_7571","Eam702",930,681,791.433634,6623,"FALSE"
"6899","Eam702_006901-T1",4101,"og_9319","Eam702",1092,843,62.650419,649,"FALSE"
"6900","Eam702_006902-T1",19019,"og_0887","Eam702",2805,2556,195.549099,6142,"FALSE"
"6901","Eam702_006903-T1",2857,"og_11508","Eam702",957,708,15.172164,132,"FALSE"
"6902","Eam702_006904-T1",0,"og_10493","Eam702",1668,1419,26.093712,455,"FALSE"
"6903","Eam702_006905-T1",1269,"og_9459","Eam702",855,606,181.556134,1352,"FALSE"
"6904","Eam702_006906-T1",0,"og_11408","Eam702",1704,1455,55.706157,996,"FALSE"
"6905","Eam702_006907-T1",0,"og_11636","Eam702",5592,5343,13.646764,896,"FALSE"
"6906","Eam702_006908-T1",24254,"og_7567","Eam702",3558,3309,580.442087,23602,"FALSE"
"6907","Eam702_006909-T1",0,"og_0943","Eam702",1377,1128,5.555057,77,"FALSE"
"6908","Eam702_006910-T1",0,"og_31046","Eam702",2475,2226,2.741845,75,"TRUE"
"6909","Eam702_006911-T1",0,"og_3940","Eam702",999,750,49.477807,456,"FALSE"
"6910","Eam702_006912-T1",0,"og_2842","Eam702",597,348,30.633661,131,"FALSE"
"6911","Eam702_006913-T1",0,"og_11595","Eam702",810,561,56.71798,391,"FALSE"
"6912","Eam702_006914-T1",0,"og_10370","Eam702",756,507,213.958255,1333,"FALSE"
"6913","Eam702_006915-T1",0,"og_11658","Eam702",531,282,2.885744,10,"FALSE"
"6914","Eam702_006916-T1",9435,"og_31047","Eam702",165,6.972,0,0,"TRUE"
"6915","Eam702_006917-T1",12418,"og_10875","Eam702",840,591,3.993166,29,"FALSE"
"6916","Eam702_006918-T1",13820,"og_9622","Eam702",1029,780,28.273629,271,"FALSE"
"6917","Eam702_006919-T1",15570,"og_4148","Eam702",2244,1995,12.767571,313,"FALSE"
"6918","Eam702_006920-T1",19096,"og_3855","Eam702",3360,3111,211.331606,8079,"FALSE"
"6919","Eam702_006921-T1",24488,"og_9771","Eam702",1611,1362,17.56617,294,"FALSE"
"6920","Eam702_006922-T1",26751,"og_2242","Eam702",396,147,28.233173,51,"FALSE"
"6921","Eam702_006923-T1",27940,"og_10428","Eam702",1293,1044,12.705564,163,"FALSE"
"6922","Eam702_006924-T1",30001,"og_10412","Eam702",1824,1575,5.993552,116,"FALSE"
"6923","Eam702_006925-T1",32580,"og_3369","Eam702",2028,1779,32.157793,703,"FALSE"
"6924","Eam702_006926-T1",37277,"og_8256","Eam702",759,510,41.646373,261,"FALSE"
"6925","Eam702_006927-T1",39189,"og_8491","Eam702",1152,903,4.23562,47,"FALSE"
"6926","Eam702_006928-T1",40696,"og_2927","Eam702",1455,1206,4.790909,71,"FALSE"
"6927","Eam702_006929-T1",42765,"og_31048","Eam702",786,537,1.212335,8,"TRUE"
"6928","Eam702_006930-T1",42338,"og_9112","Eam702",1230,981,87.682483,1057,"FALSE"
"6929","Eam702_006931-T1",38034,"og_8379","Eam702",3552,3303,3.695639,150,"FALSE"
"6930","Eam702_006932-T1",36435,"og_31049","Eam702",528,279,4.083482,14,"TRUE"
"6931","Eam702_006933-T1",30249,"og_3509","Eam702",1470,1221,37.589825,564,"FALSE"
"6932","Eam702_006934-T1",27495,"og_9028","Eam702",1266,1017,37.288235,466,"FALSE"
"6933","Eam702_006935-T1",25330,"og_2448","Eam702",411,162,129.601953,258,"FALSE"
"6934","Eam702_006936-T1",23380,"og_3329","Eam702",660,411,18.611993,94,"FALSE"
"6935","Eam702_006937-T1",21439,"og_9589","Eam702",1032,783,86.47059,832,"FALSE"
"6936","Eam702_006938-T1",19438,"og_10748","Eam702",1281,1032,23.971805,304,"FALSE"
"6937","Eam702_006939-T1",15846,"og_10952","Eam702",2760,2511,13.125479,405,"FALSE"
"6938","Eam702_006940-T1",13235,"og_9408","Eam702",1323,1074,33.339206,440,"FALSE"
"6939","Eam702_006941-T1",0,"og_6166","Eam702",771,522,1133.991115,7274,"FALSE"
"6940","Eam702_006942-T1",5743,"og_2041","Eam702",909,660,320.703187,2601,"FALSE"
"6941","Eam702_006943-T1",0,"og_6165","Eam702",1398,1149,298.952495,4221,"FALSE"
"6942","Eam702_006944-T1",1765,"og_10083","Eam702",2139,1890,16.835337,391,"FALSE"
"6943","Eam702_006945-T1",0,"og_4682","Eam702",765,516,17.978854,114,"FALSE"
"6944","Eam702_006946-T1",0,"og_6139","Eam702",1491,1242,1084.580963,16553,"FALSE"
"6945","Eam702_006947-T1",0,"og_7818","Eam702",1188,939,13.08634,151,"FALSE"
"6946","Eam702_006948-T1",0,"og_6750","Eam702",594,345,500.769368,2123,"FALSE"
"6947","Eam702_006949-T1",0,"og_7800","Eam702",1845,1596,11.778391,231,"FALSE"
"6948","Eam702_006950-T1",0,"og_2372","Eam702",858,609,43.294684,324,"FALSE"
"6949","Eam702_006951-T1",0,"og_10423","Eam702",909,660,106.284563,862,"FALSE"
"6950","Eam702_006952-T1",0,"og_4939","Eam702",1152,903,25.684077,285,"FALSE"
"6951","Eam702_006953-T1",11883,"og_5790","Eam702",1635,1386,1060.61448,18064,"FALSE"
"6952","Eam702_006954-T1",15238,"og_10959","Eam702",2550,2301,62.244776,1760,"FALSE"
"6953","Eam702_006955-T1",18459,"og_3427","Eam702",1011,762,9.825162,92,"FALSE"
"6954","Eam702_006956-T1",19773,"og_1620","Eam702",606,357,18.919808,83,"FALSE"
"6955","Eam702_006957-T1",20958,"og_0388","Eam702",549,300,42.587805,157,"FALSE"
"6956","Eam702_006958-T1",22852,"og_9005","Eam702",552,303,191.493377,713,"FALSE"
"6957","Eam702_006959-T1",26771,"og_8253","Eam702",1185,936,17.910109,206,"FALSE"
"6958","Eam702_006960-T1",28766,"og_3000","Eam702",1899,1650,13.119115,266,"FALSE"
"6959","Eam702_006961-T1",31724,"og_9057","Eam702",3237,2988,64.165495,2356,"FALSE"
"6960","Eam702_006962-T1",36631,"og_3566","Eam702",1155,906,80.47976,896,"FALSE"
"6961","Eam702_006963-T1",38751,"og_3909","Eam702",2349,2100,21.623289,558,"FALSE"
"6962","Eam702_006964-T1",41943,"og_9450","Eam702",2316,2067,6.496064,165,"FALSE"
"6963","Eam702_006965-T1",48305,"og_2736","Eam702",393,144,15.823494,28,"FALSE"
"6964","Eam702_006966-T1",49948,"og_11622","Eam702",1518,1269,39.374369,614,"FALSE"
"6965","Eam702_006967-T1",54397,"og_4061","Eam702",2718,2469,6.229419,189,"FALSE"
"6966","Eam702_006968-T1",60569,"og_1693","Eam702",927,678,994.779686,8288,"FALSE"
"6967","Eam702_006969-T1",62823,"og_9624","Eam702",489,240,3637.256211,10727,"FALSE"
"6968","Eam702_006970-T1",64172,"og_0864","Eam702",1422,1173,7.284473,105,"FALSE"
"6969","Eam702_006971-T1",66255,"og_9495","Eam702",804,555,55.864878,381,"FALSE"
"6970","Eam702_006972-T1",67526,"og_11172","Eam702",558,309,12.641238,48,"FALSE"
"6971","Eam702_006973-T1",68928,"og_3166","Eam702",1077,828,5.995237,61,"FALSE"
"6972","Eam702_006974-T1",71524,"og_7877","Eam702",192,9.045,215.93605,24,"FALSE"
"6973","Eam702_006975-T1",72629,"og_3205","Eam702",1983,1734,88.276795,1881,"FALSE"
"6974","Eam702_006976-T1",76533,"og_9145","Eam702",1470,1221,79.578458,1194,"FALSE"
"6975","Eam702_006977-T1",77793,"og_8908","Eam702",1587,1338,32.539024,535,"FALSE"
"6976","Eam702_006978-T1",76380,"og_3439","Eam702",666,417,96.990052,497,"FALSE"
"6977","Eam702_006979-T1",74423,"og_9646","Eam702",1017,768,256.743262,2423,"FALSE"
"6978","Eam702_006980-T1",15177,"og_11001","Eam702",1008,759,32.486858,303,"FALSE"
"6979","Eam702_006981-T1",71522,"og_3920","Eam702",972,723,24.762315,220,"FALSE"
"6980","Eam702_006982-T1",16939,"og_3860","Eam702",2319,2070,22.093923,562,"FALSE"
"6981","Eam702_006983-T1",70395,"og_4032","Eam702",546,297,17.261994,63,"FALSE"
"6982","Eam702_006984-T1",68850,"og_9123","Eam702",1101,852,6.112899,64,"FALSE"
"6983","Eam702_006985-T1",20193,"og_8319","Eam702",891,642,40.055201,316,"FALSE"
"6984","Eam702_006986-T1",65383,"og_2825","Eam702",2166,1917,6.452505,152,"FALSE"
"6985","Eam702_006987-T1",21912,"og_8848","Eam702",7299,7050,13.874655,1202,"FALSE"
"6986","Eam702_006988-T1",64087,"og_11156","Eam702",780,531,6.436676,42,"FALSE"
"6987","Eam702_006989-T1",59823,"og_31050","Eam702",2793,2544,38.83367,1214,"TRUE"
"6988","Eam702_006990-T1",29896,"og_1728","Eam702",1563,1314,16.597638,268,"FALSE"
"6989","Eam702_006991-T1",57962,"og_0018","Eam702",1494,1245,27.191354,416,"FALSE"
"6990","Eam702_006992-T1",32441,"og_9363","Eam702",1704,1455,45.47099,813,"FALSE"
"6991","Eam702_006993-T1",55412,"og_1271","Eam702",1989,1740,2.198141,47,"FALSE"
"6992","Eam702_006994-T1",35081,"og_9758","Eam702",1182,933,13.868272,159,"FALSE"
"6993","Eam702_006995-T1",53710,"og_1841","Eam702",798,549,98.1279,662,"FALSE"
"6994","Eam702_006996-T1",52642,"og_1180","Eam702",711,462,0.880714,5,"FALSE"
"6995","Eam702_006997-T1",36738,"og_10775","Eam702",2430,2181,107.608468,2884,"FALSE"
"6996","Eam702_006998-T1",50855,"og_3181","Eam702",435,186,89.690774,205,"FALSE"
"6997","Eam702_006999-T1",48747,"og_8175","Eam702",948,699,404.794287,3477,"FALSE"
"6998","Eam702_007000-T1",41044,"og_11022","Eam702",2286,2037,33.478026,838,"FALSE"
"6999","Eam702_007001-T1",46112,"og_3913","Eam702",288,42.248,961.172137,499,"FALSE"
"7000","Eam702_007002-T1",44706,"og_8090","Eam702",642,393,277.679031,1341,"FALSE"
"7001","Eam702_007003-T1",43397,"og_11386","Eam702",819,570,25.270002,177,"FALSE"
"7002","Eam702_007004-T1",46162,"og_1170","Eam702",762,513,28.395043,179,"FALSE"
"7003","Eam702_007005-T1",44023,"og_8679","Eam702",1347,1098,13.859454,187,"FALSE"
"7004","Eam702_007006-T1",34745,"og_2960","Eam702",6174,5925,14.435147,1051,"FALSE"
"7005","Eam702_007007-T1",42166,"og_3894","Eam702",1038,789,31.664179,307,"FALSE"
"7006","Eam702_007008-T1",39695,"og_8950","Eam702",1662,1413,5.759234,100,"FALSE"
"7007","Eam702_007009-T1",38933,"og_31051","Eam702",318,69.234,1.175398,1,"TRUE"
"7008","Eam702_007010-T1",32376,"og_2577","Eam702",924,675,3.013999,25,"FALSE"
"7009","Eam702_007011-T1",29525,"og_3691","Eam702",2127,1878,12.69635,293,"FALSE"
"7010","Eam702_007012-T1",28458,"og_2499","Eam702",258,23.871,23.863074,7,"FALSE"
"7011","Eam702_007013-T1",26728,"og_0379","Eam702",351,102.003,16.753856,21,"FALSE"
"7012","Eam702_007014-T1",26867,"og_9543","Eam702",3282,3033,17.869347,666,"FALSE"
"7013","Eam702_007015-T1",20708,"og_9078","Eam702",3390,3141,49.69212,1918,"FALSE"
"7014","Eam702_007016-T1",23002,"og_3460","Eam702",1215,966,1.600602,19,"FALSE"
"7015","Eam702_007017-T1",19599,"og_8476","Eam702",459,210,14.338023,37,"FALSE"
"7016","Eam702_007018-T1",18740,"og_8999","Eam702",567,318,46.574813,182,"FALSE"
"7017","Eam702_007019-T1",17727,"og_2505","Eam702",609,360,69.171275,306,"FALSE"
"7018","Eam702_007020-T1",18883,"og_1576","Eam702",1848,1599,66.059166,1298,"FALSE"
"7019","Eam702_007021-T1",17006,"og_8264","Eam702",405,156,220.137843,422,"FALSE"
"7020","Eam702_007022-T1",13443,"og_0611","Eam702",2430,2181,0.037312,1,"FALSE"
"7021","Eam702_007023-T1",16432,"og_2305","Eam702",1644,1395,0.350013,6,"FALSE"
"7022","Eam702_007024-T1",12947,"og_4758","Eam702",387,138,0,0,"FALSE"
"7023","Eam702_007025-T1",10730,"og_31052","Eam702",555,306,0,0,"TRUE"
"7024","Eam702_007026-T1",13177,"og_2475","Eam702",1074,825,7.200717,73,"FALSE"
"7025","Eam702_007027-T1",8172,"og_5336","Eam702",1281,1032,0,0,"FALSE"
"7026","Eam702_007028-T1",10999,"og_1310","Eam702",1191,942,6.651915,77,"FALSE"
"7027","Eam702_007029-T1",7821,"og_0641","Eam702",189,8.759,0,0,"FALSE"
"7028","Eam702_007030-T1",8406,"og_8255","Eam702",1227,978,0.083209,1,"FALSE"
"7029","Eam702_007031-T1",6067,"og_8474","Eam702",1206,957,1.445586,17,"FALSE"
"7030","Eam702_007032-T1",3293,"og_8224","Eam702",1533,1284,13.246103,209,"FALSE"
"7031","Eam702_007033-T1",0,"og_4678","Eam702",1278,1029,0.158169,2,"FALSE"
"7032","Eam702_007034-T1",0,"og_31053","Eam702",510,261,0,0,"TRUE"
"7033","Eam702_007035-T1",0,"og_10864","Eam702",1350,1101,14.708643,199,"FALSE"
"7034","Eam702_007036-T1",0,"og_4675","Eam702",1293,1044,0,0,"FALSE"
"7035","Eam702_007037-T1",0,"og_9034","Eam702",1551,1302,19.063196,305,"FALSE"
"7036","Eam702_007038-T1",144,"og_9132","Eam702",1458,1209,21.337317,317,"FALSE"
"7037","Eam702_007039-T1",0,"og_4669","Eam702",1122,873,9.974161,107,"FALSE"
"7038","Eam702_007040-T1",2481,"og_3985","Eam702",375,126,384.284758,595,"FALSE"
"7039","Eam702_007041-T1",3562,"og_3494","Eam702",3000,2751,11.447937,387,"FALSE"
"7040","Eam702_007042-T1",13194,"og_9636","Eam702",1308,1059,21.055301,274,"FALSE"
"7041","Eam702_007043-T1",14933,"og_1961","Eam702",849,600,5.018308,37,"FALSE"
"7042","Eam702_007044-T1",16400,"og_1910","Eam702",1194,945,4.391827,51,"FALSE"
"7043","Eam702_007045-T1",18323,"og_11705","Eam702",1179,930,15.925581,182,"FALSE"
"7044","Eam702_007046-T1",20426,"og_11310","Eam702",1431,1182,24.578626,357,"FALSE"
"7045","Eam702_007047-T1",22713,"og_11248","Eam702",528,279,15.750575,54,"FALSE"
"7046","Eam702_007048-T1",23775,"og_11612","Eam702",1182,933,9.158293,105,"FALSE"
"7047","Eam702_007049-T1",25676,"og_11348","Eam702",816,567,0.574095,4,"FALSE"
"7048","Eam702_007050-T1",27110,"og_11246","Eam702",612,363,136.975042,611,"FALSE"
"7049","Eam702_007051-T1",28596,"og_11272","Eam702",507,258,18.294272,58,"FALSE"
"7050","Eam702_007052-T1",30101,"og_9039","Eam702",1509,1260,23.573777,365,"FALSE"
"7051","Eam702_007053-T1",32801,"og_4139","Eam702",801,552,12.9733,88,"FALSE"
"7052","Eam702_007054-T1",34268,"og_8634","Eam702",1149,900,9.403677,104,"FALSE"
"7053","Eam702_007055-T1",37015,"og_3973","Eam702",633,384,6.993419,33,"FALSE"
"7054","Eam702_007056-T1",38358,"og_10930","Eam702",1137,888,34.640623,378,"FALSE"
"7055","Eam702_007057-T1",40006,"og_1055","Eam702",1611,1362,10.6353,178,"FALSE"
"7056","Eam702_007058-T1",42699,"og_31054","Eam702",333,84.038,77.468033,80,"TRUE"
"7057","Eam702_007059-T1",44216,"og_3959","Eam702",951,702,36.747603,317,"FALSE"
"7058","Eam702_007060-T1",47658,"og_0516","Eam702",450,201,19.838411,49,"FALSE"
"7059","Eam702_007061-T1",48894,"og_8389","Eam702",2121,1872,1.999672,46,"FALSE"
"7060","Eam702_007062-T1",52117,"og_3592","Eam702",1491,1242,19.394428,296,"FALSE"
"7061","Eam702_007063-T1",54484,"og_1246","Eam702",843,594,23.426992,171,"FALSE"
"7062","Eam702_007064-T1",54339,"og_0241","Eam702",1008,759,25.9466,242,"FALSE"
"7063","Eam702_007065-T1",51761,"og_3520","Eam702",1614,1365,58.723298,985,"FALSE"
"7064","Eam702_007066-T1",49036,"og_9938","Eam702",1980,1731,49.550769,1054,"FALSE"
"7065","Eam702_007067-T1",46970,"og_10095","Eam702",1338,1089,4.483635,60,"FALSE"
"7066","Eam702_007068-T1",44850,"og_10742","Eam702",1551,1302,12.750466,204,"FALSE"
"7067","Eam702_007069-T1",42907,"og_9529","Eam702",1086,837,32.473408,334,"FALSE"
"7068","Eam702_007070-T1",39203,"og_8778","Eam702",1677,1428,85.139138,1494,"FALSE"
"7069","Eam702_007071-T1",36341,"og_1216","Eam702",840,591,47.504907,345,"FALSE"
"7070","Eam702_007072-T1",34180,"og_8612","Eam702",1368,1119,152.720053,2100,"FALSE"
"7071","Eam702_007073-T1",32708,"og_8998","Eam702",279,35.644,899.53556,394,"FALSE"
"7072","Eam702_007074-T1",30268,"og_8626","Eam702",1836,1587,6.922512,135,"FALSE"
"7073","Eam702_007075-T1",28766,"og_1025","Eam702",807,558,23.480024,161,"FALSE"
"7074","Eam702_007076-T1",27645,"og_8843","Eam702",630,381,23.494952,110,"FALSE"
"7075","Eam702_007077-T1",25358,"og_0831","Eam702",558,309,1.053437,4,"FALSE"
"7076","Eam702_007078-T1",22374,"og_3816","Eam702",2208,1959,22.390366,539,"FALSE"
"7077","Eam702_007079-T1",19397,"og_10984","Eam702",1146,897,11.521742,127,"FALSE"
